ride_id,user_id,vehicle_id,timestamp,pickup_location_lat,pickup_location_long,dropoff_location_lat,dropoff_location_long,ride_status
ride_388,user_82,vehicle_91,2024-07-08T15:51:30.415395,-21.9264573604554,-40.27436594945303,19.943217004979104,30.378587204289715,completed
ride_910,user_34,vehicle_12,2024-07-08T15:57:30.415420,-65.73594124354119,151.30395998700038,1.9120730531518575,155.51561526836298,in_progress
ride_739,user_68,vehicle_57,2024-07-08T15:55:30.415429,21.627608135878887,67.83400464506101,-37.23613806923324,-164.80044679966272,in_progress
ride_485,user_84,vehicle_31,2024-07-08T15:30:30.415436,65.96387265962818,155.1048674254916,-12.789744302108943,31.73185211886627,cancelled
ride_988,user_82,vehicle_61,2024-07-08T16:16:30.415442,46.449493192399245,-129.8874114643507,-68.15899038461754,130.66253370679397,cancelled
ride_872,user_63,vehicle_61,2024-07-08T15:31:30.415449,11.131361070874135,-4.136166779542293,79.79751752151114,58.447421026911854,cancelled
ride_444,user_27,vehicle_19,2024-07-08T15:42:30.415455,-10.077723607467632,93.65510531362901,-14.155703767904257,54.125245972920624,completed
ride_398,user_35,vehicle_74,2024-07-08T15:37:30.415461,-65.84577769081622,147.60091072055178,48.00009313585355,-52.11052117984866,in_progress
ride_784,user_65,vehicle_70,2024-07-08T15:55:30.415468,67.8734709995993,-177.13497678706034,-42.61977203073421,-96.75101652859576,completed
ride_557,user_69,vehicle_90,2024-07-08T15:43:30.415474,38.610197378786324,-57.65230882232618,-0.9393820131049893,-110.19095139082522,in_progress
ride_753,user_21,vehicle_85,2024-07-08T16:22:30.415480,-63.21044074621356,-10.776591299516156,-27.438739437739294,12.879550346349959,completed
ride_510,user_20,vehicle_61,2024-07-08T16:17:30.415486,-1.4260993738185022,44.69627975133392,46.564055585276265,101.56848333231744,completed
ride_906,user_33,vehicle_85,2024-07-08T15:49:30.415492,-56.07393615542762,-53.284959246902744,48.56043193407402,-89.94316070254122,completed
ride_908,user_84,vehicle_93,2024-07-08T15:32:30.415498,-66.69304604067094,148.09836469161468,67.78962498343316,114.0840371393524,completed
ride_590,user_33,vehicle_51,2024-07-08T16:21:30.415504,58.77910237278576,-46.89029389515537,54.93646747418805,5.7776561175753045,completed
ride_566,user_48,vehicle_3,2024-07-08T15:39:30.415511,-57.10264157151852,173.82805077529696,-51.38439380976795,-139.00209124631223,in_progress
ride_152,user_25,vehicle_9,2024-07-08T16:00:30.415517,-55.68542040771164,-121.65931827090448,22.50686083957072,-2.0308644022494775,completed
ride_115,user_59,vehicle_98,2024-07-08T15:51:30.415523,-30.961789195781897,73.61031738205764,11.197220860320044,129.08219563023465,cancelled
ride_407,user_53,vehicle_96,2024-07-08T16:07:30.415529,-58.59322098303333,140.47241048277607,44.820768807566736,51.90459117561062,completed
ride_527,user_12,vehicle_87,2024-07-08T15:52:30.415535,-38.51978175515799,101.75796358284026,18.45117701985913,135.86642636302383,cancelled
ride_527,user_64,vehicle_51,2024-07-08T16:15:30.415541,18.34871522652908,144.88908606938912,10.569597887477585,-9.11038539694897,cancelled
ride_740,user_82,vehicle_72,2024-07-08T15:54:30.415547,76.8688340383452,-59.5253070462507,-82.89168177014017,55.02330829999448,in_progress
ride_395,user_98,vehicle_8,2024-07-08T16:28:30.415553,49.568199718462324,-151.4697305208946,68.29659895475027,94.13162087113204,cancelled
ride_930,user_26,vehicle_8,2024-07-08T16:09:30.415559,64.99209803754451,-178.98329229982392,55.43577257980246,-177.7869376643565,in_progress
ride_323,user_26,vehicle_86,2024-07-08T16:28:30.415565,-23.672551494937608,158.24809772481944,-41.09138933942463,129.29717798653138,completed
ride_594,user_91,vehicle_47,2024-07-08T16:04:30.415571,87.2298172869096,84.56179999374586,86.23358361961539,-171.9042411884017,in_progress
ride_964,user_91,vehicle_49,2024-07-08T15:49:30.415577,49.042752801115114,-89.03828115681328,-34.233538030996705,-50.5130945861647,completed
ride_510,user_95,vehicle_6,2024-07-08T15:55:30.415583,-58.02412168033338,90.4474893532759,-13.386082740307486,78.51686213932095,in_progress
ride_650,user_99,vehicle_33,2024-07-08T16:30:30.415589,75.12306343682005,36.24732282465763,-72.19890772017837,166.05851526986078,cancelled
ride_679,user_36,vehicle_11,2024-07-08T16:09:30.415595,21.298369947955933,-10.858357196755293,-17.27841851805192,108.086975255516,cancelled
ride_978,user_72,vehicle_77,2024-07-08T16:18:30.415601,-46.550517082141845,-74.72598125168672,62.85564095755393,-28.236478156251934,completed
ride_103,user_78,vehicle_9,2024-07-08T15:52:30.415607,19.40921248314001,28.30968080888718,-57.75871041243339,92.99296419990844,completed
ride_573,user_44,vehicle_52,2024-07-08T15:47:30.415613,66.22471054192707,95.01653018164859,30.887100391838885,-6.113802861109747,cancelled
ride_709,user_83,vehicle_25,2024-07-08T15:49:30.415619,33.68103826787356,134.81898875833787,70.9783217702005,-45.79100123635217,in_progress
ride_623,user_63,vehicle_82,2024-07-08T16:23:30.415625,-48.20689367816419,-134.34881464640762,-63.60347455197129,8.835873862976314,completed
ride_892,user_11,vehicle_72,2024-07-08T16:19:30.415631,-24.084976164325553,-179.05138720298982,-33.27416112756485,108.50465342765324,completed
ride_375,user_61,vehicle_13,2024-07-08T15:47:30.415638,-63.833900406119966,126.25529570522389,-30.625377051874537,153.58754711577893,in_progress
ride_288,user_53,vehicle_62,2024-07-08T16:29:30.415644,43.76325408731819,8.325036030183696,28.717386102520237,113.04701400702743,cancelled
ride_206,user_9,vehicle_45,2024-07-08T16:00:30.415650,35.96003831490523,-66.64348293292419,-39.39010242810494,63.72437275921021,completed
ride_383,user_10,vehicle_90,2024-07-08T16:02:30.415656,3.289336944161974,121.61233310484056,-46.02235654062173,-176.39287826452374,in_progress
ride_534,user_73,vehicle_39,2024-07-08T15:56:30.415662,-32.5028671055322,80.22604856957287,-41.625066666492735,-33.18324403161324,cancelled
ride_819,user_69,vehicle_88,2024-07-08T15:41:30.415668,-3.2342557334691264,-58.28212666135724,-86.20642083110917,85.98817093086882,completed
ride_817,user_76,vehicle_27,2024-07-08T15:31:30.415674,1.493908870497492,52.90765511288072,-56.48780228056987,-153.03770189048458,in_progress
ride_885,user_10,vehicle_83,2024-07-08T15:51:30.415680,32.94708868094196,66.95760458448467,77.24351778089928,136.0805125115798,cancelled
ride_226,user_34,vehicle_99,2024-07-08T16:07:30.415686,59.82700974164493,110.643254436544,-68.15491134779279,65.53397829470723,cancelled
ride_321,user_61,vehicle_65,2024-07-08T15:32:30.415692,-85.1209362361692,-6.310988069335394,82.02799658800436,-30.33019621582909,completed
ride_349,user_58,vehicle_27,2024-07-08T15:56:30.415698,-63.85093542842477,-121.14208641937711,83.3988430310647,-170.58311865426157,in_progress
ride_483,user_5,vehicle_66,2024-07-08T15:30:30.415704,-30.385251865958146,-137.29879249978097,37.93789201064983,-40.17307878233552,in_progress
ride_88,user_60,vehicle_86,2024-07-08T16:09:30.415710,-11.807854858216686,144.35560206045704,85.75364684661778,135.40877165970772,completed
ride_535,user_58,vehicle_29,2024-07-08T15:36:30.415716,66.40793842163478,92.09465366993373,-48.332097933363464,107.11880533816088,cancelled
ride_384,user_21,vehicle_94,2024-07-08T16:21:30.415722,-42.08797884696436,94.40435157491163,-31.418358510759532,31.440636149329578,cancelled
ride_638,user_78,vehicle_41,2024-07-08T16:24:30.415728,-70.09220616004427,52.87544666904296,-57.837501157214014,-72.28550865166392,completed
ride_148,user_15,vehicle_5,2024-07-08T15:54:30.415734,38.2490458729134,-171.3571588860016,-53.891011118811086,-144.8233529616236,in_progress
ride_142,user_6,vehicle_98,2024-07-08T15:52:30.415740,-57.74268835563032,-151.9313424587704,68.9892357137073,-55.40610481934894,in_progress
ride_738,user_9,vehicle_34,2024-07-08T16:05:30.415746,-11.649532908900198,-80.61032983811778,-6.6620354071816905,-166.04016433473817,cancelled
ride_728,user_26,vehicle_94,2024-07-08T16:13:30.415752,59.91175179988582,67.66515043735265,21.126903213963416,-150.94035238123394,in_progress
ride_78,user_56,vehicle_59,2024-07-08T15:30:30.415758,-60.077139237021285,54.94148146203938,86.00329643486248,-68.70080183679515,in_progress
ride_523,user_71,vehicle_45,2024-07-08T15:33:30.415881,55.9412972752032,-124.19837412819008,-65.13576703202693,-82.6027210600498,completed
ride_141,user_85,vehicle_22,2024-07-08T15:54:30.415889,-52.981416223711506,12.95617055338792,59.24398104228345,-138.21098234289593,cancelled
ride_654,user_98,vehicle_80,2024-07-08T15:59:30.415895,6.68730847867468,135.12195550087216,-18.2168376502878,40.83064381041609,in_progress
ride_989,user_20,vehicle_100,2024-07-08T15:45:30.415901,-57.70932978071688,-176.14786300869682,76.15014496816747,22.47503570938673,in_progress
